Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
185	1	1	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.986
185	1	2	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.849
185	1	3	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.856
185	1	4	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.849
185	1	5	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	2.014
185	1	6	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.860
185	1	7	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.858
185	1	8	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.850
185	1	9	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.536
185	1	10	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.530
185	1	11	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.901
185	1	12	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.851
185	1	13	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.864
185	1	14	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.468
185	1	15	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.548
185	1	16	oddball	PIX	ba_redu_pix_w960.avi	0	none	none	999.000
185	1	17	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.850
185	1	18	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.854
185	1	19	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.848
185	1	20	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.542
185	1	21	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.487
185	1	22	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.851
185	1	23	standard	PIX	ba_base_pix_w960.avi	0	none	none	999.000
185	1	24	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.850
185	1	25	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.852
185	1	26	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.863
185	1	27	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.849
185	1	28	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.467
185	1	29	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.862
185	1	30	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.463
185	1	31	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.488
185	1	32	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.850
185	1	33	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.850
185	1	34	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.860
185	1	35	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.501
185	1	36	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.849
185	1	37	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.546
185	1	38	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.855
185	1	39	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.863
185	1	40	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.849
185	1	41	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.853
185	1	42	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.853
185	1	43	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.851
185	1	44	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.851
185	1	45	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.862
185	1	46	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.850
185	1	47	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.518
185	1	48	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.861
185	1	49	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.526
185	1	50	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.420
185	1	51	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.487
185	1	52	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.521
185	1	53	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.460
185	1	54	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.418
185	1	55	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.475
185	1	56	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.446
185	1	57	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.455
185	1	58	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.852
185	1	59	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.851
185	1	60	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.850
185	1	61	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.855
185	1	62	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.855
185	1	63	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.534
185	1	64	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.851
