Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
112	1	1	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	2	standard	PL	ba_base_pl_w288.avi	1	j	BA	0.372
112	1	3	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.895
112	1	4	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.947
112	1	5	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	6	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.050
112	1	7	standard	PL	ba_base_pl_w288.avi	0	none	none	999.000
112	1	8	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.005
112	1	9	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.889
112	1	10	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.990
112	1	11	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.956
112	1	12	standard	PL	ba_base_pl_w288.avi	0	none	none	999.000
112	1	13	standard	PL	ba_base_pl_w288.avi	1	j	BA	0.004
112	1	14	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.883
112	1	15	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.921
112	1	16	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.912
112	1	17	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	18	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.005
112	1	19	standard	PL	ba_base_pl_w288.avi	1	j	BA	2.010
112	1	20	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.950
112	1	21	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.962
112	1	22	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	2.076
112	1	23	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	24	standard	PL	ba_base_pl_w288.avi	0	f	A	0.005
112	1	25	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	26	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	27	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
112	1	28	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.888
112	1	29	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	30	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.104
112	1	31	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.005
112	1	32	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.888
112	1	33	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.309
112	1	34	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
112	1	35	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.890
112	1	36	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
112	1	37	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
112	1	38	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.890
112	1	39	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.892
112	1	40	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.943
112	1	41	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.888
112	1	42	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.557
112	1	43	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.986
112	1	44	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.986
112	1	45	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.888
112	1	46	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.455
112	1	47	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.888
112	1	48	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.883
112	1	49	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.894
112	1	50	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	51	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.005
112	1	52	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
112	1	53	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	0.023
112	1	54	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.887
112	1	55	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.887
112	1	56	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.936
112	1	57	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.888
112	1	58	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.916
112	1	59	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.881
112	1	60	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.896
112	1	61	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	62	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.573
112	1	63	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.883
112	1	64	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
112	1	65	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	66	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	67	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.882
112	1	68	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.879
112	1	69	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.575
112	1	70	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.889
112	1	71	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.897
112	1	72	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.576
112	1	73	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
112	1	74	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.889
112	1	75	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.894
112	1	76	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.883
112	1	77	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.891
112	1	78	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.889
112	1	79	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.883
112	1	80	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.564
112	1	81	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.578
112	1	82	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.579
112	1	83	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.883
112	1	84	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.564
112	1	85	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.574
112	1	86	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.525
112	1	87	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.880
112	1	88	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
112	1	89	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
