Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
53	1	1	standard	PIX	ba_base_pix_w960.avi	0	none	none	999.000
53	1	2	oddball	PIX	ba_redu_pix_w960.avi	0	none	none	999.000
53	1	3	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	0.004
53	1	4	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	0.743
53	1	5	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.233
53	1	6	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.500
53	1	7	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.535
53	1	8	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.398
53	1	9	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.852
53	1	10	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.454
53	1	11	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.411
53	1	12	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.466
53	1	13	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.322
53	1	14	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.429
53	1	15	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.390
53	1	16	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.228
53	1	17	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.287
53	1	18	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.199
53	1	19	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.431
53	1	20	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.244
53	1	21	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.464
53	1	22	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.372
53	1	23	standard	PIX	ba_base_pix_w960.avi	0	f	A	1.329
53	1	24	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.850
53	1	25	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.396
53	1	26	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.360
53	1	27	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.393
53	1	28	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.319
53	1	29	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.398
53	1	30	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.465
53	1	31	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.357
53	1	32	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.231
53	1	33	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.330
53	1	34	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.388
53	1	35	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.849
53	1	36	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.398
53	1	37	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.301
53	1	38	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.397
53	1	39	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.476
53	1	40	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.365
53	1	41	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.189
53	1	42	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.419
53	1	43	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.436
53	1	44	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.289
53	1	45	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.425
53	1	46	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.357
53	1	47	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.442
53	1	48	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.286
53	1	49	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.428
53	1	50	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.455
53	1	51	standard	PIX	ba_base_pix_w960.avi	0	f	A	1.477
53	1	52	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.341
53	1	53	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.544
53	1	54	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.257
53	1	55	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.398
53	1	56	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.323
53	1	57	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.307
53	1	58	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.254
53	1	59	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.397
53	1	60	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.286
53	1	61	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.268
53	1	62	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.486
53	1	63	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.369
53	1	64	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.863
53	1	65	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.427
53	1	66	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.305
53	1	67	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.255
53	1	68	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.371
53	1	69	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.295
53	1	70	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.262
53	1	71	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.390
53	1	72	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.855
