Subject	Trial	StimType	StimCategory	Stimulus	KEY	Rating	RT
211	1	oddball	PIX	ba_redu_pix_w960.avi	4	No B	2.798
211	2	oddball	AV	ba_redu_face_w960.avi	4	No B	2.505
211	3	standard	PL	ba_base_pl_w288.avi	2	Medium	4.516
211	4	oddball	AV	ba_redu_face_w960.avi	4	No B	2.751
211	5	standard	PIX	ba_base_pix_w960.avi	2	Medium	3.355
211	6	standard	AV	ba_base_face_w960.avi	1	Strong	1.905
211	7	oddball	PL	ba_redu_pl_w288.avi	4	No B	2.386
211	8	standard	PIX	ba_base_pix_w960.avi	1	Strong	2.439
211	9	oddball	PL	ba_redu_pl_w288.avi	4	No B	2.417
211	10	standard	AV	ba_base_face_w960.avi	1	Strong	1.768
211	11	oddball	AV	ba_redu_face_w960.avi	2	Medium	2.280
211	12	oddball	PIX	ba_redu_pix_w960.avi	4	No B	2.430
211	13	standard	PL	ba_base_pl_w288.avi	4	No B	2.500
211	14	oddball	PIX	ba_redu_pix_w960.avi	3	Weak	1.680
211	15	standard	PL	ba_base_pl_w288.avi	1	Strong	2.208
211	16	standard	PIX	ba_base_pix_w960.avi	2	Medium	2.408
211	17	oddball	AV	ba_redu_face_w960.avi	4	No B	2.157
211	18	standard	PIX	ba_base_pix_w960.avi	1	Strong	1.790
211	19	oddball	PL	ba_redu_pl_w288.avi	3	Weak	2.028
211	20	standard	PL	ba_base_pl_w288.avi	1	Strong	2.304
211	21	oddball	PL	ba_redu_pl_w288.avi	4	No B	2.216
211	22	standard	PIX	ba_base_pix_w960.avi	1	Strong	2.220
211	23	oddball	PL	ba_redu_pl_w288.avi	4	No B	2.036
211	24	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.997
211	25	standard	PL	ba_base_pl_w288.avi	1	Strong	1.786
211	26	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.794
211	27	oddball	AV	ba_redu_face_w960.avi	2	Medium	2.400
211	28	standard	PL	ba_base_pl_w288.avi	1	Strong	1.761
211	29	standard	AV	ba_base_face_w960.avi	1	Strong	1.820
211	30	oddball	AV	ba_redu_face_w960.avi	3	Weak	2.394
211	31	oddball	PL	ba_redu_pl_w288.avi	3	Weak	2.686
211	32	standard	PIX	ba_base_pix_w960.avi	1	Strong	1.757
211	33	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.910
211	34	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.831
211	35	standard	AV	ba_base_face_w960.avi	1	Strong	1.497
211	36	oddball	AV	ba_redu_face_w960.avi	2	Medium	1.298
211	37	standard	PL	ba_base_pl_w288.avi	1	Strong	1.527
211	38	standard	PL	ba_base_pl_w288.avi	1	Strong	1.628
211	39	oddball	AV	ba_redu_face_w960.avi	3	Weak	2.063
211	40	oddball	PL	ba_redu_pl_w288.avi	4	No B	1.828
211	41	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.908
211	42	oddball	PL	ba_redu_pl_w288.avi	4	No B	1.596
211	43	oddball	PIX	ba_redu_pix_w960.avi	4	No B	1.607
211	44	standard	AV	ba_base_face_w960.avi	1	Strong	1.893
211	45	standard	AV	ba_base_face_w960.avi	1	Strong	1.568
211	46	standard	AV	ba_base_face_w960.avi	1	Strong	2.258
211	47	standard	PL	ba_base_pl_w288.avi	1	Strong	1.700
211	48	standard	AV	ba_base_face_w960.avi	1	Strong	1.558
211	49	oddball	PL	ba_redu_pl_w288.avi	4	No B	1.936
211	50	standard	PIX	ba_base_pix_w960.avi	1	Strong	1.768
211	51	standard	AV	ba_base_face_w960.avi	1	Strong	1.547
211	52	standard	PIX	ba_base_pix_w960.avi	1	Strong	1.568
211	53	oddball	AV	ba_redu_face_w960.avi	3	Weak	2.179
211	54	standard	PIX	ba_base_pix_w960.avi	1	Strong	1.398
