Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
254	1	1	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.895
254	1	2	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.443
254	1	3	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.569
254	1	4	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.886
254	1	5	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.894
254	1	6	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.527
254	1	7	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.890
254	1	8	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.505
254	1	9	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.547
254	1	10	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.376
254	1	11	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.422
254	1	12	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.893
254	1	13	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.456
254	1	14	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.493
254	1	15	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.520
254	1	16	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.493
254	1	17	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.281
254	1	18	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.400
254	1	19	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.456
254	1	20	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.409
254	1	21	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.463
254	1	22	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.536
254	1	23	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.521
254	1	24	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.893
254	1	25	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.519
254	1	26	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.501
254	1	27	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.490
254	1	28	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.890
254	1	29	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.887
254	1	30	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.455
254	1	31	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
254	1	32	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.891
254	1	33	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.487
254	1	34	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.496
254	1	35	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.355
254	1	36	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.467
254	1	37	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.889
254	1	38	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.410
254	1	39	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.475
254	1	40	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.457
254	1	41	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.471
254	1	42	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.548
254	1	43	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.539
254	1	44	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.889
254	1	45	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.886
254	1	46	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.510
254	1	47	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.888
254	1	48	oddball	PL	ba_redu_pl_w288.avi	0	j	BA	1.574
254	1	49	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.524
254	1	50	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.908
254	1	51	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
254	1	52	oddball	PL	ba_redu_pl_w288.avi	1	f	A	0.186
254	1	53	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.373
254	1	54	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.460
254	1	55	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.390
254	1	56	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.414
254	1	57	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.391
254	1	58	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.344
254	1	59	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.378
254	1	60	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.365
254	1	61	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
254	1	62	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.893
254	1	63	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.381
254	1	64	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.889
254	1	65	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.560
254	1	66	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.292
254	1	67	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.365
254	1	68	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.891
254	1	69	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.375
254	1	70	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.476
254	1	71	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.359
254	1	72	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.496
254	1	73	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.308
254	1	74	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.425
254	1	75	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.393
254	1	76	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.345
254	1	77	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.361
254	1	78	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.338
254	1	79	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.430
254	1	80	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.399
254	1	81	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.424
254	1	82	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.360
254	1	83	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.509
254	1	84	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.415
254	1	85	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.426
254	1	86	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.374
254	1	87	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.487
254	1	88	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.489
254	1	89	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.378
254	1	90	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.438
254	1	91	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.475
254	1	92	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.303
254	1	93	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.309
254	1	94	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.357
254	1	95	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.289
254	1	96	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.507
254	1	97	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.422
254	1	98	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.505
254	1	99	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.456
254	1	100	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.891
254	2	1	oddball	AV	ba_redu_face_w960.avi	0	none	none	999.000
254	2	2	standard	AV	ba_base_face_w960.avi	1	j	BA	0.245
254	2	3	standard	AV	ba_base_face_w960.avi	1	j	BA	1.451
254	2	4	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.318
254	2	5	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.429
254	2	6	standard	AV	ba_base_face_w960.avi	1	j	BA	1.396
254	2	7	standard	AV	ba_base_face_w960.avi	1	j	BA	1.364
254	2	8	standard	AV	ba_base_face_w960.avi	1	j	BA	1.329
254	2	9	standard	AV	ba_base_face_w960.avi	1	j	BA	1.345
254	2	10	standard	AV	ba_base_face_w960.avi	1	j	BA	1.396
254	2	11	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.308
254	2	12	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.433
254	2	13	standard	AV	ba_base_face_w960.avi	1	j	BA	1.500
254	2	14	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.488
254	2	15	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.462
254	2	16	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.460
254	2	17	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.433
254	2	18	standard	AV	ba_base_face_w960.avi	1	j	BA	1.423
254	2	19	standard	AV	ba_base_face_w960.avi	1	j	BA	1.530
