0.0004 	WARNING 	Monitor specification not found. Creating a temporary one...
22.9058 	DATA 	Keypress: space
28.4152 	DATA 	Keypress: space
36.0819 	DATA 	Keypress: space
39.5083 	DATA 	Keypress: j
41.0761 	DATA 	Keypress: j
42.5862 	DATA 	Keypress: j
44.7359 	DATA 	Keypress: j
47.9186 	DATA 	Keypress: j
49.7361 	DATA 	Keypress: j
51.5243 	DATA 	Keypress: j
54.2656 	DATA 	Keypress: f
56.6726 	DATA 	Keypress: j
59.2766 	DATA 	Keypress: j
61.4516 	DATA 	Keypress: j
63.2869 	DATA 	Keypress: j
65.2030 	DATA 	Keypress: j
67.8365 	DATA 	Keypress: j
69.7243 	DATA 	Keypress: j
72.0205 	DATA 	Keypress: j
74.2401 	DATA 	Keypress: j
76.8861 	DATA 	Keypress: j
79.1368 	DATA 	Keypress: j
80.9229 	DATA 	Keypress: j
83.2683 	DATA 	Keypress: j
85.5235 	DATA 	Keypress: j
88.2864 	DATA 	Keypress: j
90.4369 	DATA 	Keypress: j
93.1247 	DATA 	Keypress: j
94.9703 	DATA 	Keypress: f
96.9202 	DATA 	Keypress: f
99.9243 	DATA 	Keypress: f
101.7712 	DATA 	Keypress: f
103.6238 	DATA 	Keypress: j
106.2862 	DATA 	Keypress: f
108.5363 	DATA 	Keypress: j
111.2237 	DATA 	Keypress: j
113.0695 	DATA 	Keypress: j
115.7467 	DATA 	Keypress: j
117.7250 	DATA 	Keypress: f
119.5229 	DATA 	Keypress: j
122.1373 	DATA 	Keypress: f
124.3868 	DATA 	Keypress: j
126.7726 	DATA 	Keypress: f
128.5562 	DATA 	Keypress: j
131.1717 	DATA 	Keypress: f
133.4213 	DATA 	Keypress: f
135.1681 	DATA 	Keypress: j
137.4902 	DATA 	Keypress: j
140.2199 	DATA 	Keypress: j
142.4703 	DATA 	Keypress: j
144.9125 	DATA 	Keypress: j
147.0194 	DATA 	Keypress: f
149.2872 	DATA 	Keypress: f
151.5366 	DATA 	Keypress: f
153.4235 	DATA 	Keypress: f
155.7191 	DATA 	Keypress: j
157.9583 	DATA 	Keypress: j
160.1411 	DATA 	Keypress: f
162.4237 	DATA 	Keypress: j
164.7745 	DATA 	Keypress: j
167.0413 	DATA 	Keypress: f
169.2687 	DATA 	Keypress: j
172.3358 	DATA 	Keypress: j
174.1867 	DATA 	Keypress: f
176.4545 	DATA 	Keypress: j
178.2853 	DATA 	Keypress: j
181.1451 	DATA 	Keypress: j
182.8848 	DATA 	Keypress: f
185.9082 	DATA 	Keypress: f
187.7540 	DATA 	Keypress: j
190.0615 	DATA 	Keypress: f
193.0864 	DATA 	Keypress: f
194.2379 	DATA 	Keypress: j
196.8201 	DATA 	Keypress: j
199.2067 	DATA 	Keypress: j
201.3826 	DATA 	Keypress: f
203.2867 	DATA 	Keypress: f
205.5077 	DATA 	Keypress: j
207.7243 	DATA 	Keypress: j
209.9522 	DATA 	Keypress: j
213.4914 	DATA 	Keypress: f
214.9203 	DATA 	Keypress: f
217.2029 	DATA 	Keypress: f
218.9358 	DATA 	Keypress: j
221.2092 	DATA 	Keypress: j
223.4028 	DATA 	Keypress: f
225.9033 	DATA 	Keypress: f
227.9576 	DATA 	Keypress: f
230.3409 	DATA 	Keypress: j
232.6194 	DATA 	Keypress: f
235.2704 	DATA 	Keypress: f
237.2061 	DATA 	Keypress: f
239.3242 	DATA 	Keypress: j
242.1497 	DATA 	Keypress: f
244.3372 	DATA 	Keypress: j
246.1867 	DATA 	Keypress: f
248.5374 	DATA 	Keypress: f
250.7412 	DATA 	Keypress: j
253.5618 	DATA 	Keypress: j
255.1015 	DATA 	Keypress: j
257.3744 	DATA 	Keypress: j
259.6907 	DATA 	Keypress: j
262.0071 	DATA 	Keypress: f
272.5671 	DATA 	Keypress: space
278.0587 	DATA 	Keypress: j
279.2091 	DATA 	Keypress: j
281.4601 	DATA 	Keypress: j
283.8359 	DATA 	Keypress: j
285.9871 	DATA 	Keypress: j
288.2698 	DATA 	Keypress: j
290.0407 	DATA 	Keypress: j
292.4351 	DATA 	Keypress: j
294.5076 	DATA 	Keypress: j
297.3359 	DATA 	Keypress: j
299.1406 	DATA 	Keypress: j
301.3357 	DATA 	Keypress: j
304.1205 	DATA 	Keypress: j
305.8693 	DATA 	Keypress: j
310.9039 	DATA 	Keypress: j
313.1878 	DATA 	Keypress: j
314.9911 	DATA 	Keypress: j
318.1881 	DATA 	Keypress: j
319.4237 	DATA 	Keypress: j
322.3156 	DATA 	Keypress: j
324.1876 	DATA 	Keypress: j
326.7869 	DATA 	Keypress: f
329.0531 	DATA 	Keypress: j
332.3359 	DATA 	Keypress: j
333.5869 	DATA 	Keypress: j
336.2579 	DATA 	Keypress: j
338.1037 	DATA 	Keypress: f
341.5422 	DATA 	Keypress: f
342.6365 	DATA 	Keypress: j
344.8860 	DATA 	Keypress: j
347.5622 	DATA 	Keypress: j
349.4196 	DATA 	Keypress: f
351.8897 	DATA 	Keypress: j
353.9710 	DATA 	Keypress: j
355.6909 	DATA 	Keypress: j
358.5048 	DATA 	Keypress: j
360.3410 	DATA 	Keypress: j
363.0364 	DATA 	Keypress: j
364.9415 	DATA 	Keypress: j
367.5694 	DATA 	Keypress: j
369.5213 	DATA 	Keypress: j
372.5929 	DATA 	Keypress: f
374.0371 	DATA 	Keypress: f
376.2685 	DATA 	Keypress: j
378.4914 	DATA 	Keypress: f
381.1546 	DATA 	Keypress: f
383.0687 	DATA 	Keypress: f
385.3026 	DATA 	Keypress: j
387.5083 	DATA 	Keypress: f
390.2033 	DATA 	Keypress: f
391.8907 	DATA 	Keypress: f
394.4030 	DATA 	Keypress: j
397.9749 	DATA 	Keypress: f
398.8742 	DATA 	Keypress: f
401.5038 	DATA 	Keypress: j
403.2856 	DATA 	Keypress: j
405.5358 	DATA 	Keypress: j
408.2874 	DATA 	Keypress: j
410.5528 	DATA 	Keypress: j
412.4246 	DATA 	Keypress: j
414.6237 	DATA 	Keypress: j
416.7904 	DATA 	Keypress: j
419.2879 	DATA 	Keypress: f
421.4694 	DATA 	Keypress: j
424.2790 	DATA 	Keypress: j
426.0873 	DATA 	Keypress: j
430.9372 	DATA 	Keypress: j
432.5408 	DATA 	Keypress: j
436.0748 	DATA 	Keypress: j
437.4047 	DATA 	Keypress: j
439.4908 	DATA 	Keypress: j
441.9208 	DATA 	Keypress: j
444.0903 	DATA 	Keypress: j
446.7713 	DATA 	Keypress: j
448.4905 	DATA 	Keypress: j
451.2873 	DATA 	Keypress: f
453.5546 	DATA 	Keypress: j
455.8373 	DATA 	Keypress: f
458.1000 	DATA 	Keypress: j
459.9576 	DATA 	Keypress: j
462.0233 	DATA 	Keypress: j
465.3090 	DATA 	Keypress: j
467.5754 	DATA 	Keypress: j
469.5857 	DATA 	Keypress: j
471.6715 	DATA 	Keypress: f
473.3912 	DATA 	Keypress: j
476.2040 	DATA 	Keypress: j
478.0062 	DATA 	Keypress: j
480.1906 	DATA 	Keypress: j
483.0030 	DATA 	Keypress: j
485.2545 	DATA 	Keypress: j
486.9586 	DATA 	Keypress: j
489.2524 	DATA 	Keypress: j
491.6238 	DATA 	Keypress: j
