Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
7	1	1	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.881
7	1	2	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.890
7	1	3	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.400
7	1	4	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
7	1	5	standard	PL	ba_base_pl_w288.avi	0	a	none	0.004
7	1	6	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.242
7	1	7	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.369
7	1	8	oddball	PL	ba_redu_pl_w288.avi	0	a	none	1.891
7	1	9	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.891
7	1	10	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.127
7	1	11	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.259
7	1	12	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.256
7	1	13	oddball	PL	ba_redu_pl_w288.avi	0	a	none	1.893
7	1	14	standard	PL	ba_base_pl_w288.avi	0	f	A	0.610
7	1	15	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.405
7	1	16	oddball	PL	ba_redu_pl_w288.avi	1	f	A	2.039
7	1	17	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
7	1	18	standard	PL	ba_base_pl_w288.avi	0	f	A	0.091
7	1	19	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.933
7	1	20	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.256
7	1	21	oddball	PL	ba_redu_pl_w288.avi	1	f	A	2.005
7	1	22	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.480
7	1	23	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.894
7	1	24	oddball	PL	ba_redu_pl_w288.avi	0	none	none	999.000
7	1	25	oddball	PL	ba_redu_pl_w288.avi	1	f	A	0.005
7	1	26	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.895
7	1	27	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.880
7	1	28	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.206
7	1	29	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.894
7	1	30	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.353
7	1	31	oddball	PL	ba_redu_pl_w288.avi	1	f	A	1.482
7	1	32	standard	PL	ba_base_pl_w288.avi	1	j	BA	1.522
