0.0004 	WARNING 	Monitor specification not found. Creating a temporary one...
6.4355 	DATA 	Keypress: space
10.7101 	DATA 	Keypress: space
12.5144 	DATA 	Keypress: space
74.0051 	DATA 	Keypress: space
79.2528 	DATA 	Keypress: j
81.2695 	DATA 	Keypress: j
88.2368 	DATA 	Keypress: j
89.0859 	DATA 	Keypress: j
90.8697 	DATA 	Keypress: j
92.8518 	DATA 	Keypress: j
93.6851 	DATA 	Keypress: j
94.3367 	DATA 	Keypress: j
94.5207 	DATA 	Keypress: j
95.0354 	DATA 	Keypress: j
95.4187 	DATA 	Keypress: j
96.0684 	DATA 	Keypress: j
96.5859 	DATA 	Keypress: j
97.4540 	DATA 	Keypress: j
98.1860 	DATA 	Keypress: j
100.7357 	DATA 	Keypress: j
103.3870 	DATA 	Keypress: j
105.6550 	DATA 	Keypress: j
107.9045 	DATA 	Keypress: j
110.1525 	DATA 	Keypress: j
112.4206 	DATA 	Keypress: j
114.6874 	DATA 	Keypress: j
116.5538 	DATA 	Keypress: j
119.2037 	DATA 	Keypress: j
121.4700 	DATA 	Keypress: j
123.7364 	DATA 	Keypress: j
126.0041 	DATA 	Keypress: j
128.2541 	DATA 	Keypress: j
130.5463 	DATA 	Keypress: j
132.7535 	DATA 	Keypress: j
135.0211 	DATA 	Keypress: j
137.2706 	DATA 	Keypress: j
139.5550 	DATA 	Keypress: j
141.7875 	DATA 	Keypress: j
144.0369 	DATA 	Keypress: j
146.2858 	DATA 	Keypress: j
148.6373 	DATA 	Keypress: j
150.8568 	DATA 	Keypress: j
153.0409 	DATA 	Keypress: j
155.3398 	DATA 	Keypress: j
157.5370 	DATA 	Keypress: j
159.7879 	DATA 	Keypress: j
162.4032 	DATA 	Keypress: j
167.1696 	DATA 	Keypress: j
168.7869 	DATA 	Keypress: j
171.0596 	DATA 	Keypress: j
173.2856 	DATA 	Keypress: j
175.5703 	DATA 	Keypress: j
177.8421 	DATA 	Keypress: j
180.0527 	DATA 	Keypress: j
182.3038 	DATA 	Keypress: j
184.6397 	DATA 	Keypress: j
186.8552 	DATA 	Keypress: j
189.0817 	DATA 	Keypress: j
191.3140 	DATA 	Keypress: j
193.5971 	DATA 	Keypress: j
196.1789 	DATA 	Keypress: j
198.5523 	DATA 	Keypress: j
200.3579 	DATA 	Keypress: j
202.5710 	DATA 	Keypress: j
205.1994 	DATA 	Keypress: j
207.4691 	DATA 	Keypress: j
209.7359 	DATA 	Keypress: j
211.9700 	DATA 	Keypress: j
214.2155 	DATA 	Keypress: j
216.2700 	DATA 	Keypress: j
218.5297 	DATA 	Keypress: j
220.9652 	DATA 	Keypress: j
223.0390 	DATA 	Keypress: j
225.4864 	DATA 	Keypress: j
227.7282 	DATA 	Keypress: j
229.7481 	DATA 	Keypress: j
231.9775 	DATA 	Keypress: j
234.2815 	DATA 	Keypress: j
240.5360 	DATA 	Keypress: j
243.1538 	DATA 	Keypress: j
245.4049 	DATA 	Keypress: j
247.6553 	DATA 	Keypress: j
249.9773 	DATA 	Keypress: j
252.5142 	DATA 	Keypress: j
254.4034 	DATA 	Keypress: j
258.8888 	DATA 	Keypress: j
261.1363 	DATA 	Keypress: j
263.7611 	DATA 	Keypress: j
265.8178 	DATA 	Keypress: j
267.8857 	DATA 	Keypress: j
270.2458 	DATA 	Keypress: j
272.5187 	DATA 	Keypress: j
275.0003 	DATA 	Keypress: j
277.2693 	DATA 	Keypress: j
279.1438 	DATA 	Keypress: j
281.3886 	DATA 	Keypress: j
283.7389 	DATA 	Keypress: j
286.2582 	DATA 	Keypress: j
288.1624 	DATA 	Keypress: j
290.7620 	DATA 	Keypress: j
292.9958 	DATA 	Keypress: j
295.4196 	DATA 	Keypress: j
297.2913 	DATA 	Keypress: j
299.3870 	DATA 	Keypress: j
310.4052 	DATA 	Keypress: space
312.9022 	DATA 	Keypress: j
314.7928 	DATA 	Keypress: j
317.4277 	DATA 	Keypress: j
319.3558 	DATA 	Keypress: j
321.6802 	DATA 	Keypress: j
323.8038 	DATA 	Keypress: j
326.0541 	DATA 	Keypress: j
328.4226 	DATA 	Keypress: j
330.5870 	DATA 	Keypress: j
332.8371 	DATA 	Keypress: j
335.0862 	DATA 	Keypress: j
337.3371 	DATA 	Keypress: j
340.0093 	DATA 	Keypress: j
341.8540 	DATA 	Keypress: j
344.1038 	DATA 	Keypress: j
346.3988 	DATA 	Keypress: j
348.6775 	DATA 	Keypress: j
350.8869 	DATA 	Keypress: j
353.2683 	DATA 	Keypress: j
355.4031 	DATA 	Keypress: j
357.7275 	DATA 	Keypress: j
359.9205 	DATA 	Keypress: j
362.1879 	DATA 	Keypress: j
364.4379 	DATA 	Keypress: j
366.7489 	DATA 	Keypress: j
368.9542 	DATA 	Keypress: j
371.6227 	DATA 	Keypress: j
373.5704 	DATA 	Keypress: j
375.7381 	DATA 	Keypress: j
378.4028 	DATA 	Keypress: j
380.6533 	DATA 	Keypress: j
382.9158 	DATA 	Keypress: j
384.9408 	DATA 	Keypress: j
387.0703 	DATA 	Keypress: j
389.6899 	DATA 	Keypress: j
392.2096 	DATA 	Keypress: j
394.6573 	DATA 	Keypress: j
397.2567 	DATA 	Keypress: j
399.0360 	DATA 	Keypress: j
401.0874 	DATA 	Keypress: j
403.2763 	DATA 	Keypress: j
405.7862 	DATA 	Keypress: j
408.1749 	DATA 	Keypress: j
410.1573 	DATA 	Keypress: j
412.3696 	DATA 	Keypress: j
414.6046 	DATA 	Keypress: j
416.8253 	DATA 	Keypress: j
419.0747 	DATA 	Keypress: j
421.3399 	DATA 	Keypress: j
423.1859 	DATA 	Keypress: j
425.5059 	DATA 	Keypress: j
427.6879 	DATA 	Keypress: j
429.9628 	DATA 	Keypress: j
432.2186 	DATA 	Keypress: j
434.4704 	DATA 	Keypress: j
436.7374 	DATA 	Keypress: j
439.1795 	DATA 	Keypress: j
441.4178 	DATA 	Keypress: j
443.5167 	DATA 	Keypress: j
445.7871 	DATA 	Keypress: j
448.0864 	DATA 	Keypress: j
452.1242 	DATA 	Keypress: j
455.6536 	DATA 	Keypress: j
458.7743 	DATA 	Keypress: j
461.7659 	DATA 	Keypress: j
464.2885 	DATA 	Keypress: j
466.2734 	DATA 	Keypress: j
468.5304 	DATA 	Keypress: j
471.1859 	DATA 	Keypress: j
473.3696 	DATA 	Keypress: j
475.2468 	DATA 	Keypress: j
477.4729 	DATA 	Keypress: j
479.6876 	DATA 	Keypress: j
481.9538 	DATA 	Keypress: j
484.2199 	DATA 	Keypress: j
486.5023 	DATA 	Keypress: j
488.7209 	DATA 	Keypress: j
491.4059 	DATA 	Keypress: j
493.4116 	DATA 	Keypress: j
495.6785 	DATA 	Keypress: j
497.8344 	DATA 	Keypress: j
500.1234 	DATA 	Keypress: j
