0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
18.9834 	DATA 	Keypress: space
24.9934 	DATA 	Keypress: space
32.4450 	DATA 	Keypress: space
35.5746 	DATA 	Keypress: j
38.0564 	DATA 	Keypress: j
39.3849 	DATA 	Keypress: j
41.0246 	DATA 	Keypress: j
43.4023 	DATA 	Keypress: j
45.7905 	DATA 	Keypress: j
48.5643 	DATA 	Keypress: j
50.3738 	DATA 	Keypress: j
52.9878 	DATA 	Keypress: j
54.7025 	DATA 	Keypress: j
57.0743 	DATA 	Keypress: j
59.8363 	DATA 	Keypress: j
62.0862 	DATA 	Keypress: j
64.3699 	DATA 	Keypress: j
66.6375 	DATA 	Keypress: j
68.2184 	DATA 	Keypress: j
70.6576 	DATA 	Keypress: j
72.8906 	DATA 	Keypress: j
73.8617 	DATA 	Keypress: space
74.6231 	DATA 	Keypress: j
77.1743 	DATA 	Keypress: j
79.2412 	DATA 	Keypress: j
82.0242 	DATA 	Keypress: j
84.7873 	DATA 	Keypress: j
87.0369 	DATA 	Keypress: j
88.8907 	DATA 	Keypress: j
90.9081 	DATA 	Keypress: j
93.4750 	DATA 	Keypress: j
95.7582 	DATA 	Keypress: j
98.3875 	DATA 	Keypress: j
100.2241 	DATA 	Keypress: j
102.9207 	DATA 	Keypress: j
104.5904 	DATA 	Keypress: j
107.0020 	DATA 	Keypress: j
109.1410 	DATA 	Keypress: j
111.3242 	DATA 	Keypress: j
113.7187 	DATA 	Keypress: j
116.0908 	DATA 	Keypress: f
118.0584 	DATA 	Keypress: j
120.3241 	DATA 	Keypress: j
122.5747 	DATA 	Keypress: j
124.5736 	DATA 	Keypress: j
127.3854 	DATA 	Keypress: j
129.3909 	DATA 	Keypress: j
131.4244 	DATA 	Keypress: j
133.9193 	DATA 	Keypress: j
136.4190 	DATA 	Keypress: j
138.6245 	DATA 	Keypress: j
140.9035 	DATA 	Keypress: j
143.3407 	DATA 	Keypress: j
146.0037 	DATA 	Keypress: j
147.7077 	DATA 	Keypress: j
149.9912 	DATA 	Keypress: j
152.0748 	DATA 	Keypress: j
154.2914 	DATA 	Keypress: j
156.8236 	DATA 	Keypress: j
158.8748 	DATA 	Keypress: j
161.1573 	DATA 	Keypress: j
163.3080 	DATA 	Keypress: j
166.3696 	DATA 	Keypress: j
168.0021 	DATA 	Keypress: j
170.1524 	DATA 	Keypress: j
172.3235 	DATA 	Keypress: j
174.7249 	DATA 	Keypress: j
176.9427 	DATA 	Keypress: j
179.2581 	DATA 	Keypress: j
181.8023 	DATA 	Keypress: j
183.8859 	DATA 	Keypress: j
186.0413 	DATA 	Keypress: j
188.0744 	DATA 	Keypress: j
190.6083 	DATA 	Keypress: j
192.8895 	DATA 	Keypress: j
194.2743 	DATA 	Keypress: j
197.0748 	DATA 	Keypress: j
199.4412 	DATA 	Keypress: j
201.6249 	DATA 	Keypress: j
204.0579 	DATA 	Keypress: j
206.1752 	DATA 	Keypress: j
208.3685 	DATA 	Keypress: j
210.8909 	DATA 	Keypress: j
213.3920 	DATA 	Keypress: j
215.5080 	DATA 	Keypress: j
217.7074 	DATA 	Keypress: j
220.0399 	DATA 	Keypress: j
222.3577 	DATA 	Keypress: j
224.5587 	DATA 	Keypress: j
226.9690 	DATA 	Keypress: j
229.0901 	DATA 	Keypress: j
231.3577 	DATA 	Keypress: j
233.6741 	DATA 	Keypress: j
236.0571 	DATA 	Keypress: j
238.1689 	DATA 	Keypress: j
240.5246 	DATA 	Keypress: j
242.7588 	DATA 	Keypress: j
245.1076 	DATA 	Keypress: j
247.3517 	DATA 	Keypress: j
249.6077 	DATA 	Keypress: j
251.8409 	DATA 	Keypress: j
253.9934 	DATA 	Keypress: j
255.7755 	DATA 	Keypress: j
258.5738 	DATA 	Keypress: j
264.0239 	DATA 	Keypress: space
266.1206 	DATA 	Keypress: j
268.0542 	DATA 	Keypress: j
270.3210 	DATA 	Keypress: j
273.3270 	DATA 	Keypress: f
275.2262 	DATA 	Keypress: f
276.9024 	DATA 	Keypress: j
279.7034 	DATA 	Keypress: j
281.9716 	DATA 	Keypress: j
284.6410 	DATA 	Keypress: j
285.8895 	DATA 	Keypress: j
288.2079 	DATA 	Keypress: j
291.0041 	DATA 	Keypress: j
292.8520 	DATA 	Keypress: f
295.0534 	DATA 	Keypress: j
297.4417 	DATA 	Keypress: f
300.0545 	DATA 	Keypress: j
301.9696 	DATA 	Keypress: f
304.1410 	DATA 	Keypress: j
306.8371 	DATA 	Keypress: f
308.6908 	DATA 	Keypress: j
311.3539 	DATA 	Keypress: f
313.0858 	DATA 	Keypress: j
315.4363 	DATA 	Keypress: j
317.4919 	DATA 	Keypress: j
320.4043 	DATA 	Keypress: f
322.6704 	DATA 	Keypress: f
324.4412 	DATA 	Keypress: j
327.2177 	DATA 	Keypress: f
329.0907 	DATA 	Keypress: j
331.1913 	DATA 	Keypress: j
333.3694 	DATA 	Keypress: j
335.6574 	DATA 	Keypress: j
338.0747 	DATA 	Keypress: j
340.8422 	DATA 	Keypress: f
343.0213 	DATA 	Keypress: j
344.8246 	DATA 	Keypress: f
347.5894 	DATA 	Keypress: f
349.2352 	DATA 	Keypress: j
351.3520 	DATA 	Keypress: j
353.6084 	DATA 	Keypress: j
356.1248 	DATA 	Keypress: j
358.8540 	DATA 	Keypress: f
361.1037 	DATA 	Keypress: f
363.3708 	DATA 	Keypress: f
365.1689 	DATA 	Keypress: f
367.2582 	DATA 	Keypress: j
369.6078 	DATA 	Keypress: j
372.0876 	DATA 	Keypress: f
374.7689 	DATA 	Keypress: f
376.3180 	DATA 	Keypress: j
378.7754 	DATA 	Keypress: j
380.9411 	DATA 	Keypress: f
383.3413 	DATA 	Keypress: f
385.6359 	DATA 	Keypress: f
387.6689 	DATA 	Keypress: f
389.8915 	DATA 	Keypress: j
392.8695 	DATA 	Keypress: j
395.0372 	DATA 	Keypress: j
