0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
68.7345 	DATA 	Keypress: space
73.2077 	DATA 	Keypress: space
79.4831 	DATA 	Keypress: space
82.2002 	DATA 	Keypress: j
84.4531 	DATA 	Keypress: j
86.3707 	DATA 	Keypress: f
88.5641 	DATA 	Keypress: f
90.8443 	DATA 	Keypress: j
93.1171 	DATA 	Keypress: j
95.4030 	DATA 	Keypress: f
97.6276 	DATA 	Keypress: j
100.0005 	DATA 	Keypress: f
103.0761 	DATA 	Keypress: f
104.5666 	DATA 	Keypress: f
106.7275 	DATA 	Keypress: f
109.0104 	DATA 	Keypress: f
111.2773 	DATA 	Keypress: j
113.5437 	DATA 	Keypress: j
115.8110 	DATA 	Keypress: j
118.0762 	DATA 	Keypress: j
120.3265 	DATA 	Keypress: f
122.5934 	DATA 	Keypress: j
124.8775 	DATA 	Keypress: j
127.1442 	DATA 	Keypress: f
129.4094 	DATA 	Keypress: j
131.6608 	DATA 	Keypress: j
133.9614 	DATA 	Keypress: f
136.7658 	DATA 	Keypress: f
138.4933 	DATA 	Keypress: f
140.7444 	DATA 	Keypress: f
143.0271 	DATA 	Keypress: f
145.2943 	DATA 	Keypress: j
147.6085 	DATA 	Keypress: j
149.8284 	DATA 	Keypress: j
152.1107 	DATA 	Keypress: j
154.0602 	DATA 	Keypress: j
156.3107 	DATA 	Keypress: f
158.8939 	DATA 	Keypress: j
161.1602 	DATA 	Keypress: f
163.0427 	DATA 	Keypress: j
165.2481 	DATA 	Keypress: j
167.5981 	DATA 	Keypress: j
170.2272 	DATA 	Keypress: j
172.4942 	DATA 	Keypress: j
174.7759 	DATA 	Keypress: f
177.0272 	DATA 	Keypress: j
179.2775 	DATA 	Keypress: f
181.5442 	DATA 	Keypress: j
183.7935 	DATA 	Keypress: f
186.0765 	DATA 	Keypress: f
188.7408 	DATA 	Keypress: j
190.5931 	DATA 	Keypress: j
192.8445 	DATA 	Keypress: j
195.1292 	DATA 	Keypress: f
196.9979 	DATA 	Keypress: f
199.6448 	DATA 	Keypress: f
201.9108 	DATA 	Keypress: f
204.1945 	DATA 	Keypress: j
206.6311 	DATA 	Keypress: j
208.7326 	DATA 	Keypress: j
210.9936 	DATA 	Keypress: f
213.2622 	DATA 	Keypress: f
215.5099 	DATA 	Keypress: j
217.7761 	DATA 	Keypress: j
219.7282 	DATA 	Keypress: j
221.9942 	DATA 	Keypress: j
224.5609 	DATA 	Keypress: j
226.8271 	DATA 	Keypress: f
229.0926 	DATA 	Keypress: j
231.0151 	DATA 	Keypress: f
233.6431 	DATA 	Keypress: j
235.9101 	DATA 	Keypress: f
238.1784 	DATA 	Keypress: f
240.6260 	DATA 	Keypress: j
242.3944 	DATA 	Keypress: f
244.9951 	DATA 	Keypress: j
247.7231 	DATA 	Keypress: f
249.5762 	DATA 	Keypress: f
251.8455 	DATA 	Keypress: f
254.1116 	DATA 	Keypress: j
256.3947 	DATA 	Keypress: j
258.6615 	DATA 	Keypress: j
260.5778 	DATA 	Keypress: j
263.1775 	DATA 	Keypress: j
265.4604 	DATA 	Keypress: j
267.7110 	DATA 	Keypress: j
269.5810 	DATA 	Keypress: j
272.2432 	DATA 	Keypress: j
