Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
298	1	1	standard	AV	ba_base_face_w960.avi	1	j	BA	1.932
298	1	2	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.859
298	1	3	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.862
298	1	4	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.848
298	1	5	standard	AV	ba_base_face_w960.avi	1	j	BA	1.849
298	1	6	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.853
298	1	7	oddball	AV	ba_redu_face_w960.avi	0	none	none	999.000
298	1	8	standard	AV	ba_base_face_w960.avi	0	f	A	0.004
298	1	9	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.295
298	1	10	standard	AV	ba_base_face_w960.avi	1	j	BA	1.515
298	1	11	standard	AV	ba_base_face_w960.avi	1	j	BA	1.946
298	1	12	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.852
298	1	13	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.499
298	1	14	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.855
298	1	15	standard	AV	ba_base_face_w960.avi	1	j	BA	1.495
298	1	16	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.881
298	1	17	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.955
298	1	18	standard	AV	ba_base_face_w960.avi	1	j	BA	1.862
298	1	19	standard	AV	ba_base_face_w960.avi	1	j	BA	1.507
298	1	20	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.863
298	1	21	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.860
298	1	22	standard	AV	ba_base_face_w960.avi	1	j	BA	1.518
298	1	23	standard	AV	ba_base_face_w960.avi	1	j	BA	1.456
298	1	24	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.846
298	1	25	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.423
298	1	26	standard	AV	ba_base_face_w960.avi	0	f	A	1.854
298	1	27	standard	AV	ba_base_face_w960.avi	1	j	BA	1.353
298	1	28	standard	AV	ba_base_face_w960.avi	1	j	BA	1.418
298	1	29	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.344
298	1	30	standard	AV	ba_base_face_w960.avi	1	j	BA	1.231
298	1	31	standard	AV	ba_base_face_w960.avi	1	j	BA	1.853
298	1	32	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.862
298	1	33	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.410
298	1	34	oddball	AV	ba_redu_face_w960.avi	0	none	none	999.000
298	1	35	standard	AV	ba_base_face_w960.avi	1	j	BA	0.045
298	1	36	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.462
298	1	37	standard	AV	ba_base_face_w960.avi	1	j	BA	1.499
298	1	38	standard	AV	ba_base_face_w960.avi	1	j	BA	1.466
298	1	39	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.859
298	1	40	standard	AV	ba_base_face_w960.avi	1	j	BA	1.474
298	1	41	standard	AV	ba_base_face_w960.avi	1	j	BA	1.853
298	1	42	standard	AV	ba_base_face_w960.avi	1	j	BA	1.849
298	1	43	standard	AV	ba_base_face_w960.avi	1	j	BA	1.444
298	1	44	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.270
298	1	45	standard	AV	ba_base_face_w960.avi	1	j	BA	1.851
298	1	46	standard	AV	ba_base_face_w960.avi	1	j	BA	1.912
298	1	47	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.849
298	1	48	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.475
298	1	49	standard	AV	ba_base_face_w960.avi	1	j	BA	1.438
298	1	50	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.897
298	1	51	standard	AV	ba_base_face_w960.avi	1	j	BA	1.878
298	1	52	oddball	AV	ba_redu_face_w960.avi	1	f	A	2.034
298	1	53	oddball	AV	ba_redu_face_w960.avi	0	j	BA	1.870
298	1	54	standard	AV	ba_base_face_w960.avi	1	j	BA	1.525
298	1	55	standard	AV	ba_base_face_w960.avi	1	j	BA	1.230
298	1	56	standard	AV	ba_base_face_w960.avi	1	j	BA	1.322
298	1	57	oddball	AV	ba_redu_face_w960.avi	1	f	A	1.305
