0.0004 	WARNING 	Monitor specification not found. Creating a temporary one...
25.7872 	DATA 	Keypress: space
29.8821 	DATA 	Keypress: space
36.4614 	DATA 	Keypress: space
39.1981 	DATA 	Keypress: f
41.0549 	DATA 	Keypress: j
43.3051 	DATA 	Keypress: f
45.5544 	DATA 	Keypress: f
47.5222 	DATA 	Keypress: f
50.1046 	DATA 	Keypress: j
52.3549 	DATA 	Keypress: j
54.2587 	DATA 	Keypress: f
56.4085 	DATA 	Keypress: f
58.6911 	DATA 	Keypress: f
60.9754 	DATA 	Keypress: f
63.2749 	DATA 	Keypress: j
65.4750 	DATA 	Keypress: j
67.7246 	DATA 	Keypress: j
70.1209 	DATA 	Keypress: j
72.1528 	DATA 	Keypress: j
74.4089 	DATA 	Keypress: j
76.6601 	DATA 	Keypress: j
78.9915 	DATA 	Keypress: j
81.2583 	DATA 	Keypress: j
83.5245 	DATA 	Keypress: f
85.7869 	DATA 	Keypress: f
88.0080 	DATA 	Keypress: j
90.3248 	DATA 	Keypress: f
92.5588 	DATA 	Keypress: f
94.7746 	DATA 	Keypress: f
97.0705 	DATA 	Keypress: j
99.3529 	DATA 	Keypress: j
101.6192 	DATA 	Keypress: f
103.8710 	DATA 	Keypress: j
106.1578 	DATA 	Keypress: j
108.3589 	DATA 	Keypress: f
111.1546 	DATA 	Keypress: f
112.8425 	DATA 	Keypress: j
115.1871 	DATA 	Keypress: j
117.5206 	DATA 	Keypress: j
119.7422 	DATA 	Keypress: j
122.0079 	DATA 	Keypress: j
124.1748 	DATA 	Keypress: j
126.4745 	DATA 	Keypress: j
129.4025 	DATA 	Keypress: f
131.0923 	DATA 	Keypress: j
133.3702 	DATA 	Keypress: f
135.5582 	DATA 	Keypress: f
137.9535 	DATA 	Keypress: f
140.0259 	DATA 	Keypress: f
142.2595 	DATA 	Keypress: f
144.5916 	DATA 	Keypress: f
146.8201 	DATA 	Keypress: j
149.1027 	DATA 	Keypress: j
151.5224 	DATA 	Keypress: f
153.6247 	DATA 	Keypress: f
155.8747 	DATA 	Keypress: f
158.1703 	DATA 	Keypress: j
160.5366 	DATA 	Keypress: j
160.8873 	DATA 	Keypress: f
162.6583 	DATA 	Keypress: j
164.9926 	DATA 	Keypress: f
167.1863 	DATA 	Keypress: j
169.4425 	DATA 	Keypress: f
171.7413 	DATA 	Keypress: f
174.1250 	DATA 	Keypress: f
176.3242 	DATA 	Keypress: f
178.5028 	DATA 	Keypress: f
180.7697 	DATA 	Keypress: f
183.0423 	DATA 	Keypress: j
185.3083 	DATA 	Keypress: f
187.5695 	DATA 	Keypress: f
189.8254 	DATA 	Keypress: f
192.0858 	DATA 	Keypress: j
194.3039 	DATA 	Keypress: j
196.6256 	DATA 	Keypress: f
198.8035 	DATA 	Keypress: j
201.1093 	DATA 	Keypress: f
203.4410 	DATA 	Keypress: j
205.6925 	DATA 	Keypress: j
207.9419 	DATA 	Keypress: j
210.6885 	DATA 	Keypress: j
212.5571 	DATA 	Keypress: f
215.2042 	DATA 	Keypress: f
216.9537 	DATA 	Keypress: f
219.2036 	DATA 	Keypress: f
221.5035 	DATA 	Keypress: j
223.7762 	DATA 	Keypress: f
226.0585 	DATA 	Keypress: f
228.2920 	DATA 	Keypress: f
230.6422 	DATA 	Keypress: f
232.8080 	DATA 	Keypress: j
235.0751 	DATA 	Keypress: f
237.4270 	DATA 	Keypress: j
239.5748 	DATA 	Keypress: j
241.8533 	DATA 	Keypress: j
244.1076 	DATA 	Keypress: j
246.3745 	DATA 	Keypress: j
248.5579 	DATA 	Keypress: j
250.8593 	DATA 	Keypress: j
253.2251 	DATA 	Keypress: j
255.4536 	DATA 	Keypress: f
257.7366 	DATA 	Keypress: j
259.9703 	DATA 	Keypress: f
262.2919 	DATA 	Keypress: j
269.6464 	DATA 	Keypress: space
272.1444 	DATA 	Keypress: j
273.6545 	DATA 	Keypress: j
275.7920 	DATA 	Keypress: j
278.0706 	DATA 	Keypress: j
280.3246 	DATA 	Keypress: j
282.5586 	DATA 	Keypress: j
284.8370 	DATA 	Keypress: j
287.1409 	DATA 	Keypress: j
289.4406 	DATA 	Keypress: j
291.7422 	DATA 	Keypress: j
293.9038 	DATA 	Keypress: j
296.1919 	DATA 	Keypress: j
296.6721 	DATA 	Keypress: j
296.6754 	DATA 	Keypress: j
298.4383 	DATA 	Keypress: j
300.6090 	DATA 	Keypress: j
302.9418 	DATA 	Keypress: j
305.2868 	DATA 	Keypress: j
307.4924 	DATA 	Keypress: j
309.7577 	DATA 	Keypress: j
312.0424 	DATA 	Keypress: j
314.2537 	DATA 	Keypress: j
316.6256 	DATA 	Keypress: j
318.7585 	DATA 	Keypress: j
320.9928 	DATA 	Keypress: j
323.3251 	DATA 	Keypress: j
