0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
31.7951 	DATA 	Keypress: space
36.7797 	DATA 	Keypress: space
44.7345 	DATA 	Keypress: space
47.1819 	DATA 	Keypress: j
49.3134 	DATA 	Keypress: f
51.5797 	DATA 	Keypress: j
53.8294 	DATA 	Keypress: j
56.2677 	DATA 	Keypress: f
58.3795 	DATA 	Keypress: f
60.6462 	DATA 	Keypress: j
62.8978 	DATA 	Keypress: j
64.8630 	DATA 	Keypress: j
67.1126 	DATA 	Keypress: j
69.7497 	DATA 	Keypress: j
71.9453 	DATA 	Keypress: f
74.2121 	DATA 	Keypress: f
76.1008 	DATA 	Keypress: j
78.4468 	DATA 	Keypress: j
83.2636 	DATA 	Keypress: j
85.5474 	DATA 	Keypress: f
87.7962 	DATA 	Keypress: j
89.7465 	DATA 	Keypress: f
91.9508 	DATA 	Keypress: f
94.5976 	DATA 	Keypress: f
99.1137 	DATA 	Keypress: j
101.3650 	DATA 	Keypress: j
103.6629 	DATA 	Keypress: f
105.9130 	DATA 	Keypress: j
107.7855 	DATA 	Keypress: j
110.4470 	DATA 	Keypress: j
112.3287 	DATA 	Keypress: j
114.6013 	DATA 	Keypress: j
117.2135 	DATA 	Keypress: f
119.4795 	DATA 	Keypress: j
121.7632 	DATA 	Keypress: f
123.6672 	DATA 	Keypress: j
126.2796 	DATA 	Keypress: j
128.2466 	DATA 	Keypress: f
130.8307 	DATA 	Keypress: j
133.0965 	DATA 	Keypress: f
135.3464 	DATA 	Keypress: j
137.6142 	DATA 	Keypress: j
139.8950 	DATA 	Keypress: j
142.1470 	DATA 	Keypress: j
144.3976 	DATA 	Keypress: f
146.6806 	DATA 	Keypress: j
148.9299 	DATA 	Keypress: f
150.8471 	DATA 	Keypress: j
153.4462 	DATA 	Keypress: f
155.3971 	DATA 	Keypress: j
157.5505 	DATA 	Keypress: f
159.8673 	DATA 	Keypress: f
162.1635 	DATA 	Keypress: j
164.3836 	DATA 	Keypress: j
166.5993 	DATA 	Keypress: f
168.9123 	DATA 	Keypress: j
171.1614 	DATA 	Keypress: f
173.4503 	DATA 	Keypress: j
176.0967 	DATA 	Keypress: f
178.3463 	DATA 	Keypress: f
180.6137 	DATA 	Keypress: f
182.8799 	DATA 	Keypress: f
185.1466 	DATA 	Keypress: j
187.0800 	DATA 	Keypress: j
189.6622 	DATA 	Keypress: j
191.9301 	DATA 	Keypress: f
194.2300 	DATA 	Keypress: f
196.5136 	DATA 	Keypress: j
198.4637 	DATA 	Keypress: j
201.0637 	DATA 	Keypress: j
203.0121 	DATA 	Keypress: f
205.2334 	DATA 	Keypress: f
207.4283 	DATA 	Keypress: j
209.7009 	DATA 	Keypress: f
211.9823 	DATA 	Keypress: j
214.3005 	DATA 	Keypress: j
216.5948 	DATA 	Keypress: f
219.0169 	DATA 	Keypress: f
221.1852 	DATA 	Keypress: j
223.4447 	DATA 	Keypress: f
225.7448 	DATA 	Keypress: f
228.0165 	DATA 	Keypress: j
230.3335 	DATA 	Keypress: j
232.5670 	DATA 	Keypress: f
234.8000 	DATA 	Keypress: f
237.0341 	DATA 	Keypress: j
239.3798 	DATA 	Keypress: j
241.5165 	DATA 	Keypress: j
243.8837 	DATA 	Keypress: j
246.5635 	DATA 	Keypress: j
248.8304 	DATA 	Keypress: j
251.0805 	DATA 	Keypress: j
253.3477 	DATA 	Keypress: j
256.0453 	DATA 	Keypress: f
257.8965 	DATA 	Keypress: j
260.1461 	DATA 	Keypress: f
262.5643 	DATA 	Keypress: j
264.7289 	DATA 	Keypress: f
266.9473 	DATA 	Keypress: f
269.1968 	DATA 	Keypress: j
271.4646 	DATA 	Keypress: f
281.7468 	DATA 	Keypress: space
284.3792 	DATA 	Keypress: f
286.1180 	DATA 	Keypress: f
288.3435 	DATA 	Keypress: f
290.6406 	DATA 	Keypress: j
292.9071 	DATA 	Keypress: j
295.0795 	DATA 	Keypress: f
297.3311 	DATA 	Keypress: j
299.5812 	DATA 	Keypress: f
301.8304 	DATA 	Keypress: j
304.0787 	DATA 	Keypress: f
305.8787 	DATA 	Keypress: j
308.5799 	DATA 	Keypress: j
310.8297 	DATA 	Keypress: f
313.0798 	DATA 	Keypress: j
315.3301 	DATA 	Keypress: j
317.6999 	DATA 	Keypress: j
319.8898 	DATA 	Keypress: j
322.0804 	DATA 	Keypress: j
324.7082 	DATA 	Keypress: f
326.5968 	DATA 	Keypress: j
328.8457 	DATA 	Keypress: j
331.0962 	DATA 	Keypress: j
332.9459 	DATA 	Keypress: f
335.5974 	DATA 	Keypress: f
337.8639 	DATA 	Keypress: j
340.1140 	DATA 	Keypress: f
342.3637 	DATA 	Keypress: f
344.6128 	DATA 	Keypress: f
346.8640 	DATA 	Keypress: f
349.1125 	DATA 	Keypress: j
351.3625 	DATA 	Keypress: j
353.1619 	DATA 	Keypress: f
355.5462 	DATA 	Keypress: f
358.1132 	DATA 	Keypress: f
360.3631 	DATA 	Keypress: j
364.8633 	DATA 	Keypress: j
367.1135 	DATA 	Keypress: f
368.7784 	DATA 	Keypress: j
371.6140 	DATA 	Keypress: j
373.8650 	DATA 	Keypress: j
376.1300 	DATA 	Keypress: j
378.3796 	DATA 	Keypress: j
380.6304 	DATA 	Keypress: j
382.8797 	DATA 	Keypress: f
385.1300 	DATA 	Keypress: f
387.3787 	DATA 	Keypress: j
389.6296 	DATA 	Keypress: j
391.8819 	DATA 	Keypress: j
394.1464 	DATA 	Keypress: f
396.3961 	DATA 	Keypress: j
398.6470 	DATA 	Keypress: j
400.8954 	DATA 	Keypress: j
403.1473 	DATA 	Keypress: f
405.3964 	DATA 	Keypress: j
407.6471 	DATA 	Keypress: j
409.8956 	DATA 	Keypress: f
412.1464 	DATA 	Keypress: f
414.3978 	DATA 	Keypress: j
416.6473 	DATA 	Keypress: j
418.8981 	DATA 	Keypress: j
421.1466 	DATA 	Keypress: j
423.3964 	DATA 	Keypress: f
425.7977 	DATA 	Keypress: f
427.5785 	DATA 	Keypress: j
429.8465 	DATA 	Keypress: j
432.4143 	DATA 	Keypress: f
434.6635 	DATA 	Keypress: f
436.9137 	DATA 	Keypress: f
439.1642 	DATA 	Keypress: j
441.4126 	DATA 	Keypress: f
443.6630 	DATA 	Keypress: f
445.9131 	DATA 	Keypress: f
447.7628 	DATA 	Keypress: j
450.4141 	DATA 	Keypress: j
452.6639 	DATA 	Keypress: j
454.9136 	DATA 	Keypress: j
457.1638 	DATA 	Keypress: j
459.0797 	DATA 	Keypress: j
461.7023 	DATA 	Keypress: f
463.9122 	DATA 	Keypress: f
466.1633 	DATA 	Keypress: j
468.4361 	DATA 	Keypress: j
470.6637 	DATA 	Keypress: f
472.9137 	DATA 	Keypress: j
474.7955 	DATA 	Keypress: j
477.0961 	DATA 	Keypress: f
479.6638 	DATA 	Keypress: f
481.9129 	DATA 	Keypress: j
484.1618 	DATA 	Keypress: f
486.4145 	DATA 	Keypress: f
488.6640 	DATA 	Keypress: j
490.9135 	DATA 	Keypress: j
492.8454 	DATA 	Keypress: f
495.4130 	DATA 	Keypress: f
497.3292 	DATA 	Keypress: f
499.9130 	DATA 	Keypress: j
501.7625 	DATA 	Keypress: f
502.1628 	DATA 	Keypress: g
504.4298 	DATA 	Keypress: f
506.6801 	DATA 	Keypress: j
511.3488 	DATA 	Keypress: space
514.1614 	DATA 	Keypress: j
516.0994 	DATA 	Keypress: j
517.9468 	DATA 	Keypress: j
520.2744 	DATA 	Keypress: j
522.5056 	DATA 	Keypress: j
524.7131 	DATA 	Keypress: j
526.6635 	DATA 	Keypress: j
529.2485 	DATA 	Keypress: j
531.6525 	DATA 	Keypress: j
533.7807 	DATA 	Keypress: j
536.0310 	DATA 	Keypress: j
538.3391 	DATA 	Keypress: j
540.2309 	DATA 	Keypress: j
542.8473 	DATA 	Keypress: j
544.7118 	DATA 	Keypress: j
547.3633 	DATA 	Keypress: j
549.6141 	DATA 	Keypress: j
551.8812 	DATA 	Keypress: j
554.1310 	DATA 	Keypress: j
556.3964 	DATA 	Keypress: j
558.2845 	DATA 	Keypress: j
560.9306 	DATA 	Keypress: j
563.2557 	DATA 	Keypress: j
565.4632 	DATA 	Keypress: j
567.7307 	DATA 	Keypress: j
