Subject	Block	Trial	StimType	StimCategory	Stimulus	ACC	RESP	Sound	RT
117	1	1	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.861
117	1	2	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.516
117	1	3	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.487
117	1	4	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.849
117	1	5	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.850
117	1	6	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.507
117	1	7	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.433
117	1	8	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.399
117	1	9	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.849
117	1	10	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.861
117	1	11	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.530
117	1	12	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.523
117	1	13	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.419
117	1	14	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.431
117	1	15	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.425
117	1	16	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.398
117	1	17	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.366
117	1	18	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.364
117	1	19	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.857
117	1	20	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.851
117	1	21	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.499
117	1	22	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.851
117	1	23	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.852
117	1	24	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.541
117	1	25	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.850
117	1	26	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.515
117	1	27	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.421
117	1	28	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.455
117	1	29	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.396
117	1	30	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.434
117	1	31	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.536
117	1	32	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.457
117	1	33	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.431
117	1	34	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.396
117	1	35	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.428
117	1	36	oddball	PIX	ba_redu_pix_w960.avi	0	j	BA	1.850
117	1	37	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.847
117	1	38	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.857
117	1	39	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.398
117	1	40	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.399
117	1	41	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.487
117	1	42	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.446
117	1	43	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.352
117	1	44	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.357
117	1	45	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.366
117	1	46	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.429
117	1	47	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.387
117	1	48	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.452
117	1	49	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.401
117	1	50	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.418
117	1	51	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.509
117	1	52	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.403
117	1	53	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.365
117	1	54	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.424
117	1	55	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.468
117	1	56	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.364
117	1	57	standard	PIX	ba_base_pix_w960.avi	0	f	A	1.452
117	1	58	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.433
117	1	59	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.413
117	1	60	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.370
117	1	61	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.344
117	1	62	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.390
117	1	63	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.419
117	1	64	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.453
117	1	65	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.405
117	1	66	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.517
117	1	67	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.331
117	1	68	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.330
117	1	69	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.364
117	1	70	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.305
117	1	71	standard	PIX	ba_base_pix_w960.avi	1	j	BA	1.386
117	1	72	oddball	PIX	ba_redu_pix_w960.avi	1	f	A	1.394
