0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
98.8824 	DATA 	Keypress: space
104.1213 	DATA 	Keypress: space
120.1542 	DATA 	Keypress: space
122.7195 	DATA 	Keypress: j
124.7931 	DATA 	Keypress: j
126.7435 	DATA 	Keypress: j
129.3100 	DATA 	Keypress: f
131.5773 	DATA 	Keypress: j
133.8271 	DATA 	Keypress: j
135.7769 	DATA 	Keypress: f
138.0271 	DATA 	Keypress: f
140.1144 	DATA 	Keypress: j
142.3090 	DATA 	Keypress: j
144.6806 	DATA 	Keypress: f
146.9299 	DATA 	Keypress: j
149.0973 	DATA 	Keypress: j
151.4256 	DATA 	Keypress: f
153.7749 	DATA 	Keypress: f
155.8797 	DATA 	Keypress: f
158.1311 	DATA 	Keypress: j
160.2806 	DATA 	Keypress: j
162.6645 	DATA 	Keypress: f
164.7756 	DATA 	Keypress: f
167.6453 	DATA 	Keypress: j
169.4082 	DATA 	Keypress: j
171.6254 	DATA 	Keypress: j
174.0302 	DATA 	Keypress: j
176.2806 	DATA 	Keypress: f
178.5768 	DATA 	Keypress: j
180.6808 	DATA 	Keypress: f
182.9470 	DATA 	Keypress: f
185.2424 	DATA 	Keypress: j
187.4795 	DATA 	Keypress: f
189.6974 	DATA 	Keypress: f
191.8638 	DATA 	Keypress: j
194.3252 	DATA 	Keypress: j
196.5306 	DATA 	Keypress: j
198.7139 	DATA 	Keypress: f
200.9138 	DATA 	Keypress: f
203.2307 	DATA 	Keypress: f
205.4922 	DATA 	Keypress: f
207.7420 	DATA 	Keypress: j
210.1107 	DATA 	Keypress: f
212.2756 	DATA 	Keypress: f
214.9431 	DATA 	Keypress: j
216.8610 	DATA 	Keypress: j
219.9831 	DATA 	Keypress: j
221.7094 	DATA 	Keypress: j
223.5631 	DATA 	Keypress: j
225.8468 	DATA 	Keypress: f
228.4761 	DATA 	Keypress: f
230.1978 	DATA 	Keypress: j
232.5259 	DATA 	Keypress: f
234.7425 	DATA 	Keypress: j
236.9311 	DATA 	Keypress: j
239.3474 	DATA 	Keypress: f
241.5762 	DATA 	Keypress: f
243.7802 	DATA 	Keypress: f
246.1136 	DATA 	Keypress: f
248.7612 	DATA 	Keypress: j
250.6641 	DATA 	Keypress: j
252.9146 	DATA 	Keypress: f
255.5435 	DATA 	Keypress: f
257.3968 	DATA 	Keypress: j
259.6252 	DATA 	Keypress: j
261.8297 	DATA 	Keypress: f
264.0581 	DATA 	Keypress: j
266.3757 	DATA 	Keypress: f
268.5479 	DATA 	Keypress: j
270.9586 	DATA 	Keypress: j
273.0804 	DATA 	Keypress: f
275.4423 	DATA 	Keypress: j
278.0771 	DATA 	Keypress: j
280.3265 	DATA 	Keypress: f
282.1972 	DATA 	Keypress: j
284.5102 	DATA 	Keypress: f
286.6304 	DATA 	Keypress: j
288.9475 	DATA 	Keypress: f
291.0925 	DATA 	Keypress: j
293.3646 	DATA 	Keypress: f
295.5476 	DATA 	Keypress: j
297.8973 	DATA 	Keypress: f
300.1484 	DATA 	Keypress: j
302.4136 	DATA 	Keypress: f
305.1273 	DATA 	Keypress: f
