0.0003 	WARNING 	Monitor specification not found. Creating a temporary one...
35.5530 	DATA 	Keypress: space
39.4248 	DATA 	Keypress: space
49.0615 	DATA 	Keypress: space
51.3510 	DATA 	Keypress: j
53.6183 	DATA 	Keypress: j
55.9010 	DATA 	Keypress: j
58.1671 	DATA 	Keypress: j
60.4349 	DATA 	Keypress: j
62.7002 	DATA 	Keypress: j
64.9686 	DATA 	Keypress: j
67.2554 	DATA 	Keypress: j
69.5251 	DATA 	Keypress: j
71.7848 	DATA 	Keypress: j
74.1267 	DATA 	Keypress: j
76.7293 	DATA 	Keypress: j
79.0067 	DATA 	Keypress: j
80.8674 	DATA 	Keypress: j
83.2859 	DATA 	Keypress: j
85.5490 	DATA 	Keypress: j
88.0628 	DATA 	Keypress: j
89.9174 	DATA 	Keypress: j
92.6280 	DATA 	Keypress: j
94.4842 	DATA 	Keypress: j
96.7510 	DATA 	Keypress: j
99.1332 	DATA 	Keypress: j
101.7279 	DATA 	Keypress: f
103.1324 	DATA 	Keypress: j
105.5174 	DATA 	Keypress: j
107.7846 	DATA 	Keypress: j
110.4176 	DATA 	Keypress: j
112.2547 	DATA 	Keypress: j
114.9515 	DATA 	Keypress: j
117.2174 	DATA 	Keypress: j
119.5015 	DATA 	Keypress: j
121.4007 	DATA 	Keypress: j
123.6371 	DATA 	Keypress: j
125.9884 	DATA 	Keypress: j
128.2386 	DATA 	Keypress: j
130.4178 	DATA 	Keypress: j
132.6052 	DATA 	Keypress: j
135.4334 	DATA 	Keypress: j
137.2877 	DATA 	Keypress: j
139.6347 	DATA 	Keypress: j
142.2180 	DATA 	Keypress: j
143.9548 	DATA 	Keypress: j
146.2883 	DATA 	Keypress: j
148.5200 	DATA 	Keypress: j
150.6559 	DATA 	Keypress: j
153.0663 	DATA 	Keypress: j
155.5350 	DATA 	Keypress: j
157.5213 	DATA 	Keypress: j
160.3863 	DATA 	Keypress: j
162.3509 	DATA 	Keypress: j
164.4052 	DATA 	Keypress: j
164.9337 	DATA 	Keypress: j
166.7043 	DATA 	Keypress: j
169.0879 	DATA 	Keypress: j
171.3213 	DATA 	Keypress: j
173.4659 	DATA 	Keypress: j
175.8540 	DATA 	Keypress: j
177.9050 	DATA 	Keypress: j
180.4713 	DATA 	Keypress: j
182.6706 	DATA 	Keypress: j
184.8058 	DATA 	Keypress: j
187.2549 	DATA 	Keypress: j
189.5850 	DATA 	Keypress: j
191.6867 	DATA 	Keypress: j
193.8889 	DATA 	Keypress: j
196.2676 	DATA 	Keypress: j
198.3884 	DATA 	Keypress: j
200.6569 	DATA 	Keypress: j
203.2514 	DATA 	Keypress: j
205.3384 	DATA 	Keypress: j
207.7501 	DATA 	Keypress: j
209.9717 	DATA 	Keypress: j
212.6679 	DATA 	Keypress: f
214.5718 	DATA 	Keypress: j
216.6723 	DATA 	Keypress: j
218.9385 	DATA 	Keypress: j
221.7508 	DATA 	Keypress: f
223.6337 	DATA 	Keypress: j
225.8174 	DATA 	Keypress: j
228.5359 	DATA 	Keypress: j
230.2896 	DATA 	Keypress: j
232.6046 	DATA 	Keypress: j
234.8852 	DATA 	Keypress: j
237.2723 	DATA 	Keypress: j
239.9196 	DATA 	Keypress: j
241.6552 	DATA 	Keypress: j
243.9237 	DATA 	Keypress: j
246.0546 	DATA 	Keypress: j
248.5663 	DATA 	Keypress: j
250.8891 	DATA 	Keypress: j
253.1210 	DATA 	Keypress: j
255.1383 	DATA 	Keypress: j
257.6049 	DATA 	Keypress: j
259.9354 	DATA 	Keypress: j
262.1878 	DATA 	Keypress: j
264.2222 	DATA 	Keypress: j
266.5325 	DATA 	Keypress: j
268.9867 	DATA 	Keypress: j
271.2335 	DATA 	Keypress: j
273.6213 	DATA 	Keypress: j
275.6832 	DATA 	Keypress: j
284.6380 	DATA 	Keypress: space
288.5672 	DATA 	Keypress: j
290.8836 	DATA 	Keypress: j
293.0843 	DATA 	Keypress: j
295.7333 	DATA 	Keypress: j
297.6005 	DATA 	Keypress: f
299.8177 	DATA 	Keypress: j
302.5009 	DATA 	Keypress: f
304.2329 	DATA 	Keypress: j
306.5998 	DATA 	Keypress: f
308.7008 	DATA 	Keypress: j
311.0507 	DATA 	Keypress: j
313.2676 	DATA 	Keypress: f
315.5492 	DATA 	Keypress: j
317.9013 	DATA 	Keypress: j
320.1344 	DATA 	Keypress: j
322.3668 	DATA 	Keypress: j
324.6007 	DATA 	Keypress: j
326.7514 	DATA 	Keypress: j
329.1027 	DATA 	Keypress: j
