0.0004 	WARNING 	Monitor specification not found. Creating a temporary one...
28.0380 	DATA 	Keypress: 1
84.3685 	DATA 	Keypress: space
89.2760 	DATA 	Keypress: space
98.3937 	DATA 	Keypress: space
102.9769 	DATA 	Keypress: j
107.5098 	DATA 	Keypress: j
112.0442 	DATA 	Keypress: j
116.5923 	DATA 	Keypress: space
118.8604 	DATA 	Keypress: j
123.3932 	DATA 	Keypress: j
125.6601 	DATA 	Keypress: j
136.9603 	DATA 	Keypress: f
150.2439 	DATA 	Keypress: f
159.6771 	DATA 	Keypress: j
164.2108 	DATA 	Keypress: j
177.3593 	DATA 	Keypress: f
182.3598 	DATA 	Keypress: j
184.6437 	DATA 	Keypress: f
186.4259 	DATA 	Keypress: f
188.6475 	DATA 	Keypress: j
191.4429 	DATA 	Keypress: j
193.2255 	DATA 	Keypress: f
195.5472 	DATA 	Keypress: j
200.0591 	DATA 	Keypress: j
202.7760 	DATA 	Keypress: j
205.0433 	DATA 	Keypress: j
207.4306 	DATA 	Keypress: f
209.0124 	DATA 	Keypress: j
213.8268 	DATA 	Keypress: f
218.7264 	DATA 	Keypress: f
220.5964 	DATA 	Keypress: j
223.2601 	DATA 	Keypress: f
225.0972 	DATA 	Keypress: f
227.4257 	DATA 	Keypress: j
229.6590 	DATA 	Keypress: f
232.3437 	DATA 	Keypress: j
236.3756 	DATA 	Keypress: j
238.8610 	DATA 	Keypress: f
240.9416 	DATA 	Keypress: j
243.3642 	DATA 	Keypress: j
245.6754 	DATA 	Keypress: f
247.8982 	DATA 	Keypress: j
250.5610 	DATA 	Keypress: f
252.4808 	DATA 	Keypress: j
254.6925 	DATA 	Keypress: j
256.9242 	DATA 	Keypress: j
259.3253 	DATA 	Keypress: j
261.5793 	DATA 	Keypress: f
263.8260 	DATA 	Keypress: j
265.9748 	DATA 	Keypress: j
271.0099 	DATA 	Keypress: f
273.2766 	DATA 	Keypress: f
275.5426 	DATA 	Keypress: j
277.8261 	DATA 	Keypress: j
281.9745 	DATA 	Keypress: f
