0.0004 	WARNING 	Monitor specification not found. Creating a temporary one...
16.0778 	DATA 	Keypress: space
21.8973 	DATA 	Keypress: space
30.4771 	DATA 	Keypress: space
32.9483 	DATA 	Keypress: j
35.1602 	DATA 	Keypress: j
36.9878 	DATA 	Keypress: j
39.2672 	DATA 	Keypress: a
41.8837 	DATA 	Keypress: a
44.1671 	DATA 	Keypress: a
46.4191 	DATA 	Keypress: j
48.3218 	DATA 	Keypress: a
50.6180 	DATA 	Keypress: j
53.2352 	DATA 	Keypress: j
55.1515 	DATA 	Keypress: j
57.7519 	DATA 	Keypress: a
60.0184 	DATA 	Keypress: a
62.8063 	DATA 	Keypress: j
64.6622 	DATA 	Keypress: a
66.8603 	DATA 	Keypress: a
69.0694 	DATA 	Keypress: j
71.3526 	DATA 	Keypress: j
73.6016 	DATA 	Keypress: a
75.9381 	DATA 	Keypress: f
78.1349 	DATA 	Keypress: j
80.8106 	DATA 	Keypress: j
82.1168 	DATA 	Keypress: f
84.4885 	DATA 	Keypress: f
87.1856 	DATA 	Keypress: j
90.2726 	DATA 	Keypress: j
91.3842 	DATA 	Keypress: f
93.9689 	DATA 	Keypress: j
96.2350 	DATA 	Keypress: j
98.5016 	DATA 	Keypress: f
101.1687 	DATA 	Keypress: f
102.6661 	DATA 	Keypress: j
105.3493 	DATA 	Keypress: j
107.5510 	DATA 	Keypress: f
109.3843 	DATA 	Keypress: f
111.6718 	DATA 	Keypress: j
114.7355 	DATA 	Keypress: f
116.9905 	DATA 	Keypress: j
118.8349 	DATA 	Keypress: j
121.1020 	DATA 	Keypress: f
122.9678 	DATA 	Keypress: j
125.6189 	DATA 	Keypress: j
127.4562 	DATA 	Keypress: f
129.7498 	DATA 	Keypress: f
132.4181 	DATA 	Keypress: f
134.1724 	DATA 	Keypress: j
136.5883 	DATA 	Keypress: j
139.2190 	DATA 	Keypress: j
141.1526 	DATA 	Keypress: f
144.1399 	DATA 	Keypress: j
145.4215 	DATA 	Keypress: f
148.2520 	DATA 	Keypress: j
149.8387 	DATA 	Keypress: f
152.7852 	DATA 	Keypress: f
155.0356 	DATA 	Keypress: f
156.8715 	DATA 	Keypress: j
159.1219 	DATA 	Keypress: f
161.4384 	DATA 	Keypress: j
163.6382 	DATA 	Keypress: j
166.3687 	DATA 	Keypress: j
168.1887 	DATA 	Keypress: f
170.5340 	DATA 	Keypress: f
172.8520 	DATA 	Keypress: j
175.5251 	DATA 	Keypress: j
180.4040 	DATA 	Keypress: f
182.2510 	DATA 	Keypress: f
184.5014 	DATA 	Keypress: f
186.3044 	DATA 	Keypress: j
189.0342 	DATA 	Keypress: f
191.3010 	DATA 	Keypress: f
193.1562 	DATA 	Keypress: j
195.8188 	DATA 	Keypress: f
198.0857 	DATA 	Keypress: f
199.8554 	DATA 	Keypress: j
202.6171 	DATA 	Keypress: j
204.3718 	DATA 	Keypress: j
206.7057 	DATA 	Keypress: f
209.3849 	DATA 	Keypress: j
